+---------------+-----------------------------------------------------------------+--------------------------------------------------------------------------------------+
| ISBN          | bname                                                           | author                                                                               |
| 9787561751800 | 返璞归真                                                        | C.S.路易斯                                                                           |
| 9787010030197 | 1844年经济学哲学手稿                                            | [德]马克思                                                                           |
| 9787108015747 | 知识分子论                                                      | 萨义德                                                                               |
| 9787535737229 | 生命是什么                                                      | [奥]埃尔温·薛定谔                                                                    |
| 9787563398423 | 生活十讲                                                        | 蒋勋                                                                                 |
| 9787509201206 | 顾准文集                                                        | 顾准                                                                                 |
| 9787108028433 | 查拉图斯特拉如是说                                              | [德]尼采                                                                             |
| 9787208055339 | 叔本华思想随笔                                                  | (德)亚瑟·叔本华                                                                      |
| 9787208025738 | 美学散步                                                        | 宗白华                                                                               |
| 9787108031518 | 洞穴奇案                                                        | [美]萨伯                                                                             |
| 9787208069428 | 乡土中国                                                        | 费孝通                                                                               |
| 9787108029157 | 极权主义的起源                                                  | [美]汉娜·阿伦特                                                                      |
| 9787108023803 | 如彗星划过夜空                                                  | 林达                                                                                 |
| 9787532747979 | 瓦尔登湖                                                        | [美]亨利·戴维·梭罗                                                                   |
| 9787020050338 | 鲁迅全集（2005最新修订版）                                      | 鲁迅                                                                                 |
| 9787300126579 | 大而不倒                                                        | 安德鲁·罗斯·索尔金                                                                   |
| 9787506293051 | 经济学的思维方式（第11版）                                      | [美]保罗·海恩/[美]彼得·勃特克/[美]大卫·普雷契特科                                    |
| 9787563812349 | 易经                                                            | :吉林文史出版社                                                                      |
| 9787513301329 | 自由在高处                                                      | 熊培云                                                                               |
| 9787561323298 | 病隙碎笔                                                        | 史铁生                                                                               |
| 9787208055070 | 中国文化要义                                                    | 梁漱溟                                                                               |
| 9787536025097 | 白银时代                                                        | 王小波                                                                               |
| 9787108004512 | 宽容                                                            | （美）房龙                                                                           |
| 9787208054707 | 哲学研究                                                        | [英]路德维希·维特根斯坦                                                              |
| 9787532757794 | 写给无神论者                                                    | (英)阿兰·德波顿                                                                      |
| 9787532739103 | 单向度的人                                                      | (美)赫伯特·马尔库塞                                                                  |
| 9787222052031 | 改变，从心开始                                                  | 罗伊•马丁纳                                                                          |
| 9787208019713 | 集体行动的逻辑                                                  | 曼瑟尔·奥尔森                                                                        |
| 9787564004590 | 推理的迷宫                                                      | [美]威廉姆·庞德斯通                                                                  |
| 9787108015280 | 中国历代政治得失                                                | 钱穆                                                                                 |
| 9787531719199 | 一只特立独行的猪                                                | 王小波                                                                               |
| 9787115249494 | 黑客与画家                                                      | [美]PaulGraham                                                                       |
| 9787309044546 | 什么是数学                                                      | [美]R·柯朗H·罗宾著/I·斯图尔特修订                                                    |
| 9787563351398 | 退步集                                                          | 陈丹青                                                                               |
| 9787563345236 | 大问题                                                          | [美]罗伯特·所罗门                                                                    |
| 9787806453445 | 金融炼金术                                                      | [美]乔治·索罗斯                                                                      |
| 9787100011105 | 论美国的民主                                                    | (法)托克维尔                                                                         |
| 9787224034813 | 道德经                                                          | 老子                                                                                 |
| 9787100037259 | 社会契约论                                                      | 卢梭                                                                                 |
| 9787801872166 | 中国哲学简史                                                    | 冯友兰                                                                               |
| 9787536686397 | 阿特拉斯耸耸肩（上下）                                          | 安·兰德                                                                              |
| 9787108017949 | 规训与惩罚                                                      | [法]米歇尔·福柯                                                                      |
| 9787010040592 | 纯粹理性批判                                                    | 康德                                                                                 |
| 9787503915864 | 我的精神家园                                                    | 王小波                                                                               |
| 9787222025639 | 潜规则                                                          | 吴思                                                                                 |
| 9787101054187 | 论语                                                            | :中华书局                                                                            |
| 9787508625874 | 公正                                                            | [美]迈克尔·桑德尔                                                                    |
| 9787806767245 | 野火集                                                          | 龙应台                                                                               |
| 9787221073693 | 陈寅恪魏晋南北朝史讲演录                                        | 万蝇楠整理                                                                           |
| 9787530949672 | 先知                                                            | 卡里·纪伯伦                                                                          |
| 9787508633688 | 意志力                                                          | [美]罗伊·鲍迈斯特/[美]约翰·蒂尔尼                                                    |
| 9787508632445 | 社会动物                                                        | [美]戴维·布鲁克斯                                                                    |
| 9787544247245 | 维罗妮卡决定去死                                                | [巴西]保罗·柯艾略                                                                    |
| 9787807001775 | 禅者的初心                                                      | 铃木俊隆                                                                             |
| 9787513300803 | 人间是剧场                                                      | 宗萨蒋扬钦哲仁波切                                                                   |
| 9787807601944 | 新世界                                                          | [德]艾克哈特·托尔                                                                    |
| 9787806791110 | 我不是教你诈                                                    | [美]刘墉                                                                             |
| 9787545905311 | 身体知道答案                                                    | 武志红                                                                               |
| 9787020069903 | 灵魂只能独行                                                    | 周国平                                                                               |
| 9787508618944 | 搞定                                                            | [美]戴维·艾伦                                                                        |
| 9787115242334 | 程序员的思维修炼                                                | AndyHunt                                                                             |
| 9787100031233 | 自杀论                                                          | [法]埃米尔·迪尔凯姆                                                                  |
| 9787108006271 | 存在与虚无                                                      | [法]让-保尔·萨特                                                                     |
| 9787802255784 | 脑髓地狱                                                        | [日]梦野久作                                                                         |
| 9787508634784 | 安静                                                            | 苏珊•凯恩                                                                            |
| 9787508635569 | 欢喜                                                            | 吴伯凡/梁冬                                                                          |
| 9787532742714 | 你在天堂里遇见的五个人                                          | [美]米奇·阿尔博姆                                                                    |
| 9787222052277 | 生命的轨迹                                                      | 史蒂芬•阿若优                                                                        |
| 9787801445445 | 生命的重建                                                      | 露易丝·海                                                                            |
| 9787300092485 | 象与骑象人                                                      | （美）乔纳森·海特（JonathanHaidt）                                                   |
| 9787506341264 | 纸牌的秘密                                                      | (挪)乔斯坦·贾德                                                                      |
| 9787300065229 | 人性的，太人性的                                                | [德]弗里德里希·尼采                                                                  |
| 9787547010792 | 真实的幸福                                                      | 【美】马丁•塞利格曼（MartinE.P.Seligman）                                            |
| 9787532757398 | 第三种黑猩猩                                                    | 贾雷德·戴蒙德                                                                        |
| 9787544722346 | 分成两半的子爵                                                  | [意大利]伊塔洛•卡尔维诺                                                              |
| 9787108034687 | 英国人的言行潜规则                                              | (英)凯特·福克斯                                                                      |
| 9787302068884 | 你的灯亮着吗?                                                   | (美国)唐纳德・高斯等著                                                               |
| 9787539951331 | 神经漫游者                                                      | [美]威廉·吉布森                                                                      |
| 9787532752850 | 爱的艺术                                                        | [美]弗洛姆                                                                           |
| 9787111328360 | 当尼采哭泣                                                      | （美）欧文D.亚隆（IrvinD.Yalom）                                                     |
| 9787800739255 | 设计心理学                                                      | DonaldNorman                                                                         |
| 9787108017956 | 疯癫与文明                                                      | 米歇尔・福柯                                                                         |
| 9787508616827 | 第五项修炼                                                      | 彼得•圣吉(PeterSenge)                                                                |
| 9787544717205 | 生命之书                                                        | 〔印度〕克里希那穆提著                                                               |
| 9787508609522 | 当下的力量                                                      | [德]埃克哈特·托利                                                                    |
| 9787800738609 | 尽管去做                                                        | (美)戴维﹒艾伦                                                                       |
| 9787111360742 | 理性乐观派                                                      | （美）马特·里德利（MattRidley）                                                      |
| 9787800804427 | 人生中不可不想的事                                              | 克里希那穆提                                                                         |
| 9787229058791 | 心理罪                                                          | 雷米                                                                                 |
| 9787508616681 | 哪来的天才？                                                    | [美]杰夫·科尔文                                                                      |
| 9787508043005 | 沉重的肉身                                                      | 刘小枫                                                                               |
| 9787544709422 | 布鲁克林有棵树                                                  | 贝蒂·史密斯（BettySmith)                                                             |
| 9787563344987 | 童年的消逝                                                      | [美]尼尔・波兹曼                                                                     |
| 9787507534115 | 无价                                                            | [美]威廉·庞德斯通                                                                    |
| 9787222088849 | 内在的天空                                                      | [美]斯蒂芬•福里斯特                                                                  |
| 9787532749676 | 第二性Ⅱ                                                         | [法]西蒙娜·德·波伏瓦                                                                 |
| 9787300080086 | 动机与人格                                                      | 亚伯拉罕·马斯洛(AbrahamH.Maslow)                                                     |
| 9787115263254 | 对伪心理学说不                                                  | 基思•斯坦诺维奇                                                                      |
| 9787800875830 | 人性的弱点全集                                                  | [美]戴尔·卡耐基                                                                      |
| 9787806638866 | 拆掉思维里的墙                                                  | 古典                                                                                 |
| 9787532749195 | 十一种孤独                                                      | （美）理查德·耶茨/RichardYates                                                       |
| 9787309070033 | 裸猿                                                            | 德斯蒙德·莫利斯                                                                      |
| 9787508643946 | 异类                                                            | 马尔科姆·格拉德威尔                                                                  |
| 9787108033109 | 路西法效应                                                      | [美]菲利普·津巴多                                                                    |
| 9787508638010 | 习惯的力量                                                      | [美]查尔斯·杜希格(CharlesDuhigg)                                                     |
| 9787300093529 | 津巴多普通心理学                                                | [美]菲利普·津巴多/[美]罗伯特·约翰逊/[美]安·韦伯                                      |
| 9787111196839 | 别做正常的傻瓜                                                  | 奚恺元                                                                               |
| 9787300113388 | 浮生取义                                                        | 吴飞                                                                                 |
| 9787508639192 | 消失的爱人                                                      | [美]吉莉安·弗琳                                                                      |
| 9787540466794 | 你的生命有什么可能                                              | 古典                                                                                 |
| 9787801053534 | 梦的解析                                                        | [奥地利]弗洛伊德                                                                     |
| 9787300043388 | 策略思维                                                        | 阿维纳什・K・迪克西特/巴里・J・奈尔伯夫                                              |
| 9787802115279 | 如何说孩子才会听，怎么听孩子才肯说                              | [美]阿黛尔•法伯伊莱恩•玛兹丽施                                                       |
| 9787506345040 | 好妈妈胜过好老师                                                | 尹建莉                                                                               |
| 9787536693906 | 优势谈判                                                        | 罗杰•道森(RogerDawson)                                                               |
| 9787506806985 | 第二性                                                          | 西蒙娜・德・波伏娃                                                                   |
| 9787508630304 | 黑天鹅                                                          | 纳西姆•尼古拉斯•塔勒布(NassimNicholasTaleb)                                          |
| 9787561326107 | 幸福之路                                                        | 贝特兰・罗素                                                                         |
| 9787811203714 | 自卑与超越                                                      | 阿尔弗雷德·阿德勒                                                                    |
| 9787508622187 | 怪诞行为学                                                      | [美]艾瑞里                                                                           |
| 9787505722453 | 正见                                                            | 宗萨蒋扬钦哲仁波切                                                                   |
| 9787506266772 | 爱上双人舞                                                      | 李中莹                                                                               |
| 9787807091325 | 懂得爱                                                          | 麦基卓/黄焕祥                                                                        |
| 9787506354783 | 我爱问连岳Ⅳ                                                     | 连岳                                                                                 |
| 9787549565115 | 献给阿尔吉侬的花束                                              | （美）丹尼尔•凯斯/DanielKeyes                                                        |
| 9787807023777 | 少有人走的路                                                    | [美]M·斯科特·派克                                                                    |
| 9787544727730 | 怦然心动的人生整理魔法                                          | 〔日本〕近藤麻理惠                                                                   |
| 9787508051000 | 非暴力沟通                                                      | [美]马歇尔·卢森堡                                                                    |
| 9787121242151 | 万万没想到                                                      | 万维钢（同人于野）                                                                   |
| 9787506341271 | 苏菲的世界                                                      | [挪]乔斯坦·贾德                                                                      |
| 9787508634159 | 自私的基因                                                      | [英]理查德·道金斯                                                                    |
| 9787121140068 | 暗时间                                                          | 刘未鹏                                                                               |
| 9787563391271 | 孤独六讲                                                        | 蒋勋                                                                                 |
| 9787508422749 | 谈话的力量                                                      | （美）艾伦・加纳                                                                     |
| 9787507423587 | 高难度谈话                                                      | [美]道格拉斯·斯通/布鲁斯·佩顿/希拉·汉                                                |
| 9787508044019 | 遇见未知的自己                                                  | 张德芬                                                                               |
| 9787563344970 | 娱乐至死                                                        | [美]尼尔·波兹曼                                                                      |
| 9787561752715 | 进化心理学                                                      | DavidM.Buss                                                                          |
| 9787300113906 | 拖延心理学                                                      | [美]简·博克(JaneB.Burka)/[美]莱诺拉·袁(LenoraM.Yuen)                                 |
| 9787508643335 | 反脆弱                                                          | [美]纳西姆•尼古拉斯•塔勒布                                                           |
| 9787561756638 | 社会性动物                                                      | ElliotAronson                                                                        |
| 9787807027577 | 这书能让你戒烟                                                  | 亚伦•卡尔                                                                            |
| 9787500649038 | 高效能人士的七个习惯（精华版）                                  | [美]史蒂芬·柯维                                                                      |
| 9787115127594 | 决策与判断                                                      | 斯科特·普劳斯                                                                        |
| 9787208085855 | 恋人絮语                                                        | [法]罗兰·巴特                                                                        |
| 9787115246882 | 亲密关系（第5版）                                               | 罗兰•米勒(RowlandMiller)/丹尼尔•珀尔曼(DanielPerlman)                                |
| 9787501950423 | 爱的五种语言                                                    | 盖瑞·查普曼                                                                          |
| 9787807673811 | 亲密关系                                                        | [加]克里斯多福·孟                                                                    |
| 9787550209671 | 为何爱会伤人                                                    | 武志红                                                                               |
| 9787203062325 | 被劫持的私生活                                                  | 肉唐僧                                                                               |
| 9787203068396 | 性别战争                                                        | [美]奥利维雅·贾德森                                                                  |
| 9787807000259 | 精子战争                                                        | 罗宾・贝克                                                                           |
| 9787806802007 | 性学三论・爱情心理学                                            | 弗洛伊德                                                                             |
| 9787538568721 | 大鱼                                                            | 【美】丹尼尔·华莱士                                                                  |
| 9787532751396 | 祖与占                                                          | [法]亨利-皮埃尔·罗什                                                                 |
| 9787536680289 | 面纱                                                            | W.S.毛姆                                                                             |
| 9787509000793 | LA流浪记                                                        | 蔡康永                                                                               |
| 9787532749867 | 戏梦巴黎                                                        | (英)阿代尔                                                                           |
| 9787020035120 | 阿甘正传                                                        | [美]温斯顿·葛鲁姆                                                                    |
| 9787229000196 | 飞越疯人院                                                      | [美]肯·克西                                                                          |
| 9787563348602 | 与安东尼奥尼一起的时光                                          | 维姆·文德斯                                                                          |
| 9787561331965 | 天使在人间                                                      | [美]肖恩·赫本·费雷                                                                   |
| 9787563339341 | 导演功课                                                        | 大卫·马梅（美）                                                                      |
| 9787806762912 | 基耶斯洛夫斯基谈基耶斯洛夫斯基                                  | (英)达纽西亚﹒斯多克编                                                               |
| 9787563365531 | 时光中的时光                                                    | [苏]安德烈·塔可夫斯基                                                                |
| 9787534361067 | 法国电影新浪潮                                                  | 焦雄屏                                                                               |
| 9787506318389 | 先锋戏剧档案                                                    | 孟京辉编                                                                             |
| 9787806794623 | 冷山                                                            | 查尔斯・弗雷泽                                                                       |
| 9787563383030 | 张国荣：禁色的蝴蝶                                              | 洛枫                                                                                 |
| 9787530954195 | 我与狗狗的十个约定                                              | [日]泽本嘉光                                                                         |
| 9787505715868 | 歌剧魅影                                                        | [法]卡斯顿·勒胡                                                                      |
| 9787544227230 | 海上钢琴师                                                      | 阿利桑德罗·巴里科                                                                    |
| 9787563363384 | 随风而行                                                        | [伊朗]阿巴斯·基阿鲁斯达米                                                            |
| 9787538272895 | 漫长的婚约                                                      | （法）塞巴斯蒂安                                                                     |
| 9787550210127 | 蓝色大门                                                        | 易智言/杨雅喆                                                                        |
| 9787100013239 | 哥德尔、艾舍尔、巴赫                                            | [美]侯世达                                                                           |
| 9787506287111 | 听音乐（插图第6版）                                             | 罗杰·凯密恩（RogerKamien）                                                           |
| 9787108016942 | 月亮忘记了                                                      | 幾米                                                                                 |
| 9787201088334 | 故事                                                            | 罗伯特·麦基                                                                          |
| 9787020054985 | 肖申克的救赎                                                    | [美]斯蒂芬·金                                                                        |
| 9787506287081 | 认识电影                                                        | [美]路易斯·贾内梯/[瑞典]英格玛·伯格曼[日]黑泽明等供图                                |
| 9787508646848 | 爱在黎明破晓前&爱在日落黄昏时                                   | 理查德·林克莱特/金·克里桑                                                            |
| 9787201048161 | 情书                                                            | [日]岩井俊二                                                                         |
| 9787108021601 | 门萨的娼妓                                                      | [美]伍迪·艾伦                                                                        |
| 9787506291323 | 电影艺术（插图第8版）                                           | [美]大卫·波德维尔/克里斯汀·汤普森                                                    |
| 9787805674278 | 教父                                                            | [美]马里奥·普佐                                                                      |
| 9787544252119 | 一天                                                            | (英)大卫·尼克斯                                                                      |
| 9787229005276 | 革命之路                                                        | [美]理查德·耶茨                                                                      |
| 9787503935275 | 电影是什么？                                                    | （法）安德烈·巴赞                                                                    |
| 9787532744572 | 赎罪                                                            | [英]伊恩·麦克尤恩                                                                    |
| 9787807132974 | 最好的时光                                                      | 朱天文                                                                               |
| 9787511700131 | 希区柯克悬念故事集                                              | （美）希区柯克                                                                       |
| 9787208063907 | 希区柯克与特吕弗对话录                                          | [法]弗朗索瓦·特吕弗                                                                  |
| 9787208083950 | 搏击俱乐部                                                      | [美]恰克·帕拉尼克                                                                    |
| 9787532750467 | 中央公园西路                                                    | [美]伍迪·艾伦                                                                        |
| 9787301069486 | 电影批评                                                        | 戴锦华                                                                               |
| 9787106018085 | 电影剧本写作基础                                                | [美]悉德·菲尔德                                                                      |
| 9787563384013 | 侯孝贤电影讲座                                                  | 卓伯棠主编                                                                           |
| 9787229021887 | 猜火车                                                          | [英]欧文·威尔士                                                                      |
| 9787563382613 | 电影化叙事                                                      | （美）詹尼弗·范茜秋                                                                  |
| 9787020060252 | 荣誉                                                            | 苏牧                                                                                 |
| 9787530211021 | 滚滚红尘                                                        | 三毛                                                                                 |
| 9789573403975 | 七龍珠34                                                        | 鸟山明                                                                               |
| 9787544245487 | 海鸥乔纳森                                                      | （美）理查德·巴赫/何贵清                                                             |
| 9787538269512 | 微笑的鱼                                                        | 幾米                                                                                 |
| 9787539038223 | 一个人旅行2                                                     | 高木直子                                                                             |
| 9787800736544 | 一点巴黎                                                        | 让-雅克・桑贝                                                                        |
| 9787538268140 | 又寂寞又美好                                                    | 幾米                                                                                 |
| 9789867975119 | 我只能為你畫一張小卡片                                          | 幾米                                                                                 |
| 9787801887054 | 蓝石头                                                          | 幾米                                                                                 |
| 9787532463442 | 鳄鱼怕怕牙医怕怕                                                | 五味太郎                                                                             |
| 9787532460212 | 遥远的野玫瑰村                                                  | 安房直子                                                                             |
| 9787561343951 | 30分老妈                                                        | [日]高木直子                                                                         |
| 9789574556861 | 150cmLife                                                       | 高木直子                                                                             |
| 9787561333129 | 一个人的第一次第一次一个人旅行                                  | [日]高木直子图文                                                                     |
| 9787539038544 | 一个人的美食之旅                                                | [日]高木直子                                                                         |
| 9787543464605 | 花婆婆                                                          | [美]芭芭拉·库尼                                                                      |
| 9787544230254 | 阁楼上的光                                                      | [美]谢尔·希尔弗斯坦文·图                                                             |
| 9787538609257 | 机器猫哆啦A梦23                                                 | 藤子・F・不二雄                                                                      |
| 9787561339183 | 一日江户人                                                      | (日)杉浦日向子(文+图)                                                                |
| 9787702228161 | 伊藤潤二的貓日記                                                | 伊藤潤二                                                                             |
| 9787511008053 | 时光电影院                                                      | 几米                                                                                 |
| 9789868826793 | 深夜食堂09                                                      | 安倍夜郎                                                                             |
| 9787513319232 | 大自然                                                          | [法]热内·梅特莱尔                                                                    |
| 9787543464575 | 我妈妈                                                          | (英)安东尼·布朗                                                                      |
| 9789868826731 | 深夜食堂07                                                      | 安倍夜郎                                                                             |
| 9787538262544 | 我的心中每天开出一朵花                                          | 幾米                                                                                 |
| 9787539118581 | 大盗贼                                                          | 奥得弗雷德·普鲁士勒                                                                  |
| 9787511004345 | 我不是完美小孩                                                  | 幾米                                                                                 |
| 9787532464586 | 爷爷一定有办法                                                  | 菲比·吉尔曼                                                                          |
| 9787802444249 | 我的错都是大人的错                                              | 幾米绘                                                                               |
| 9787540552947 | 长歌行02                                                        | 夏达                                                                                 |
| 9787532465521 | 逃家小兔                                                        | 文/玛格丽特·怀兹·布朗/图/克雷门·赫敏                                                 |
| 9787535446404 | 午时风                                                          | 野象小姐                                                                             |
| 9787544237185 | 我讨厌妈妈                                                      | 酒井驹子                                                                             |
| 9787540568092 | 长歌行03                                                        | 夏达                                                                                 |
| 9787802444522 | 大家都有病                                                      | 朱德庸                                                                               |
| 9789574558445 | 一個人上東京                                                    | 高木直子                                                                             |
| 9787540544508 | 哥斯拉不说话                                                    | 夏达编绘                                                                             |
| 9787544225151 | 爱心树                                                          | 谢尔・希尔弗斯坦                                                                     |
| 9787540575038 | 长歌行04                                                        | 夏达                                                                                 |
| 9789868885417 | 深夜食堂10                                                      | 安倍夜郎                                                                             |
| 9787531836629 | 找到这颗星球                                                    | 卤猫                                                                                 |
| 9787802444331 | 星空                                                            | 幾米                                                                                 |
| 9787540582968 | 长歌行05                                                        | 夏达                                                                                 |
| 9787544225175 | 失落的一角遇见大圆满                                            | ShelSilverstein                                                                      |
| 9787544237970 | 找死的兔子                                                      | [英]安迪·莱利编绘                                                                    |
